,Number-1,Number-2,Number-3,Number-4,Number-5,Number-6,Number-7,Sum
100240,1,4,10,18,22,25,31,111
100308,1,5,9,18,22,24,27,106
100856,10,12,14,20,25,29,33,143
101073,9,12,14,20,27,29,33,144
101088,2,6,9,11,26,32,35,121
101313,2,14,17,18,22,23,33,129
101355,3,5,9,16,21,24,31,109
101497,3,9,14,20,25,31,35,137
101541,3,9,14,18,22,23,34,123
101566,7,8,11,17,23,27,28,121
101661,1,3,18,19,22,25,33,121
101959,3,7,15,24,26,32,34,141
102044,5,7,11,19,22,23,30,117
102224,4,10,17,18,23,29,33,134
102385,2,12,15,16,17,23,29,114
102449,5,7,8,18,23,27,29,117
102608,4,8,15,20,26,29,33,135
102783,4,7,8,12,21,27,32,111
102910,2,4,8,13,25,29,30,111
103064,7,9,10,13,17,31,32,119
103269,4,5,9,20,24,26,27,115
103457,3,4,14,20,23,24,27,115
103482,7,12,16,17,23,27,30,132
103508,2,4,7,13,25,26,29,106
103553,6,7,9,11,17,26,31,107
103560,1,12,18,24,29,32,33,149
103724,2,7,11,24,26,27,32,129
103839,2,8,11,13,19,23,27,103
103972,3,8,9,18,22,23,30,113
103976,5,14,16,18,24,25,27,129
104097,4,9,11,17,25,28,32,126
104108,8,12,15,20,26,29,33,143
104111,1,7,15,18,22,29,34,126
104306,5,6,10,20,23,26,27,117
104323,4,6,15,19,24,25,30,123
104597,1,5,14,16,22,27,35,120
104848,3,7,9,19,24,28,33,123
104947,5,7,14,20,26,27,31,130
104963,7,8,10,18,29,31,35,138
105193,4,12,14,17,23,25,27,122
105194,9,10,14,16,22,25,31,127
105252,2,8,16,17,22,29,33,127
105336,2,9,16,17,22,25,29,120
105626,6,7,10,11,26,27,33,120
105707,2,4,7,13,17,29,30,102
105755,3,7,14,24,27,30,34,139
105849,2,7,14,18,25,29,31,126
106152,4,8,9,12,29,30,35,127
106263,2,4,7,11,21,25,31,101
106278,1,7,11,16,22,31,33,121
106354,7,9,10,11,19,25,34,115
106566,2,10,16,17,21,27,29,122
107017,1,7,16,24,27,28,30,133
107182,6,7,15,17,23,27,30,125
107478,5,9,17,18,24,25,33,131
107767,5,10,16,18,26,29,33,137
107786,4,12,17,20,21,27,35,136
107985,4,8,9,18,19,25,33,116
108152,1,9,10,20,24,25,30,119
108173,4,9,11,16,22,26,31,119
108239,1,6,16,20,22,23,29,117
108244,1,7,16,20,27,29,32,132
108322,1,7,17,20,21,29,34,129
108553,1,7,11,12,27,31,32,121
108753,10,12,16,19,23,24,27,131
108825,1,12,16,17,22,28,29,125
108989,6,14,16,20,21,27,33,137
109326,6,12,15,16,17,23,29,118
109660,6,7,9,11,21,26,32,112
109748,5,6,7,11,17,27,28,101
109813,3,4,8,13,25,27,31,111
110198,4,9,15,18,19,27,34,126
110487,1,12,17,18,21,31,33,133
110554,2,6,11,17,26,29,35,126
110574,7,14,18,24,27,28,31,149
110665,3,5,18,24,26,27,31,134
110737,1,10,16,20,25,27,35,134
110774,1,7,16,20,26,27,29,126
111003,6,10,16,17,22,27,33,131
111384,8,14,16,18,23,27,29,135
111714,3,7,9,17,26,31,32,125
111740,4,5,10,18,21,25,30,113
111745,1,12,16,20,21,29,35,134
112101,8,10,11,12,25,27,31,124
112217,9,10,15,17,25,29,34,139
112505,4,9,10,14,25,29,34,125
112635,3,8,9,18,23,24,28,113
112646,4,8,10,20,25,31,33,131
112671,3,7,9,24,26,27,32,128
113051,7,8,10,20,23,27,29,124
113487,4,6,11,13,17,27,28,106
113498,5,12,16,19,22,28,29,131
113546,1,7,8,11,25,27,28,107
113553,4,7,11,16,22,26,27,113
113651,1,6,7,18,26,29,30,117
113758,8,9,14,18,26,29,33,137
113766,4,7,8,18,25,27,31,120
114031,1,6,11,20,25,31,35,129
114109,4,8,9,16,22,25,27,111
114150,1,7,9,13,24,28,33,115
114269,9,14,15,19,24,25,32,138
114308,4,7,10,14,19,27,32,113
114490,1,7,15,17,19,28,30,117
114575,1,7,18,24,27,30,31,138
114592,7,10,16,17,23,27,34,134
114634,9,10,11,24,26,30,35,145
114648,1,5,14,16,21,27,29,113
114890,1,9,16,17,21,26,32,122
114970,4,9,17,20,24,27,30,131
115041,3,7,14,20,22,24,29,119
115046,1,4,11,18,22,28,35,119
115107,4,5,11,20,21,25,32,118
115149,5,9,10,11,25,26,33,119
115318,4,10,15,17,25,29,31,131
115332,3,7,9,19,22,24,30,114
115423,3,4,7,14,21,27,31,107
115458,1,8,16,20,23,28,29,125
115533,1,5,10,16,27,28,29,116
115584,2,7,9,11,26,32,33,120
115600,4,9,15,19,24,30,35,136
115642,1,6,7,16,22,26,31,109
115888,2,4,8,24,25,29,35,127
116049,1,4,11,13,17,27,32,105
116114,2,8,11,20,29,31,35,136
116193,6,8,16,17,23,27,29,126
116444,3,9,14,18,26,29,32,131
116511,9,14,17,18,23,26,29,136
116672,1,7,9,18,22,26,30,113
116706,8,9,10,17,23,27,35,129
116852,5,7,8,11,22,23,30,106
117081,5,12,16,20,25,26,29,133
117173,3,9,17,20,21,24,33,127
117261,3,8,9,13,23,24,31,111
117628,2,5,16,19,25,29,33,129
117687,7,14,18,24,25,26,27,141
117703,7,9,10,11,21,27,28,113
117836,9,14,17,18,19,25,28,130
117876,8,9,16,18,22,31,35,139
118100,8,9,11,13,19,28,30,118
118143,5,12,16,17,22,27,29,128
118298,1,5,9,18,22,24,33,112
118550,8,9,17,24,25,28,34,145
118913,2,5,11,16,17,30,34,115
118945,7,12,17,18,22,23,30,129
118981,6,9,11,16,21,25,31,119
119052,4,14,15,17,21,27,35,133
119113,6,8,9,18,22,25,31,119
119189,5,7,11,17,24,27,28,119
119275,2,9,15,16,19,24,29,114
119373,7,10,17,24,27,30,34,149
119393,3,8,9,20,27,28,31,126
119466,1,5,7,18,22,25,29,107
119527,7,10,11,17,27,28,31,131
119767,9,12,17,18,22,25,33,136
119860,2,8,9,14,21,24,25,103
120406,1,6,9,20,26,30,31,123
120507,8,9,16,20,21,27,35,136
120508,1,5,9,20,25,26,32,118
120524,1,10,11,16,23,24,27,112
120750,4,7,15,19,22,27,33,127
120936,1,5,7,18,27,29,30,117
121237,4,6,8,20,21,25,27,111
121302,2,9,18,19,25,29,32,134
121322,1,9,16,24,25,28,34,137
121750,1,5,7,18,27,29,32,119
121792,2,7,14,18,29,32,35,137
121807,4,9,10,14,17,29,35,118
121948,1,7,15,18,24,27,31,123
122113,1,9,11,13,19,32,34,119
122275,5,9,16,19,24,30,32,135
122410,1,7,11,24,27,31,32,133
122508,2,5,9,18,24,26,35,119
122592,7,14,17,20,23,24,28,133
122609,2,4,10,19,21,25,27,108
122792,3,9,18,19,22,26,33,130
123012,5,7,15,19,22,28,31,127
123013,4,7,17,18,23,27,31,127
123178,2,4,16,17,23,25,29,116
123192,4,5,18,20,21,24,29,121
123197,7,8,11,16,17,27,34,120
123222,3,4,17,20,23,27,32,126
123589,2,7,18,19,23,25,29,123
123814,3,8,9,20,22,24,25,111
124425,9,14,15,20,27,28,32,145
124571,4,10,11,19,25,27,31,127
124629,1,6,8,18,23,29,33,118
124666,1,6,16,18,24,29,33,127
124679,1,4,10,18,21,23,25,102
124720,2,6,11,16,21,29,35,120
124758,1,4,9,20,26,29,30,119
124788,1,7,11,14,22,26,27,108
125159,7,10,15,19,22,27,33,133
125290,3,10,14,20,25,26,29,127
125343,1,8,16,20,21,27,31,124
125381,5,7,8,11,22,31,35,119
125502,7,9,10,14,19,24,25,108
125538,7,8,15,18,22,25,31,126
125553,3,4,9,20,24,26,35,121
125703,2,7,8,17,24,28,29,115
125742,1,7,9,18,22,29,32,118
125806,2,12,15,16,21,24,29,119
126104,5,14,16,20,27,29,32,143
126119,2,6,9,13,19,23,29,101
126151,2,8,11,18,22,29,35,125
126258,2,7,11,12,17,23,29,101
126265,6,8,14,16,17,23,27,111
126426,5,8,17,18,22,24,33,127
126429,4,8,10,16,19,27,35,119
126741,4,8,9,14,27,32,35,129
126788,8,9,18,19,25,29,31,139
126798,1,8,14,20,26,27,31,127
126808,2,3,8,18,22,31,33,117
126836,8,9,17,18,21,23,25,121
126863,4,7,9,19,25,28,29,121
127112,8,9,15,20,29,31,33,145
127508,2,3,7,19,22,24,28,105
127656,2,7,14,18,24,29,31,125
127690,1,5,8,16,22,31,33,116
127801,1,5,7,16,22,25,32,108
127970,1,7,9,20,24,29,31,121
128462,9,14,18,20,24,27,33,145
128482,3,9,17,18,21,27,32,127
128551,4,12,18,19,22,31,35,141
128813,2,7,14,18,19,23,29,112
128965,3,14,15,16,19,25,29,121
129101,3,10,16,24,26,27,31,137
129377,1,5,9,16,22,25,27,105
129429,6,8,9,20,29,31,35,138
129972,7,8,10,11,27,28,33,124
130000,4,6,10,20,21,25,27,113
130263,5,9,14,17,29,30,35,139
130270,4,5,10,18,21,25,31,114
130450,9,10,14,20,21,27,32,133
131206,1,4,15,18,19,25,28,110
131249,3,7,18,19,24,25,30,126
131349,2,8,16,17,21,24,25,113
131514,3,7,18,19,22,24,35,128
131543,2,7,11,24,25,26,32,127
131551,9,10,16,20,21,31,33,140
131757,7,14,17,18,24,29,31,140
132023,4,8,11,14,25,27,34,123
132094,3,12,17,18,26,29,33,138
132553,8,14,15,16,22,25,29,129
132572,3,4,15,16,22,26,31,117
132616,1,4,9,13,24,30,35,116
132665,1,9,14,18,19,24,30,115
132693,3,7,16,19,22,25,27,119
132836,2,4,10,14,25,31,33,119
133107,4,10,11,18,21,25,29,118
133351,4,8,9,20,21,27,28,117
133398,5,8,9,12,22,25,31,112
133560,1,7,15,17,21,26,28,115
133828,1,5,8,16,22,25,28,105
134350,6,12,17,20,21,26,31,133
134517,1,7,11,17,22,30,35,123
134571,1,9,10,20,24,30,31,125
134579,1,6,9,18,24,28,31,117
134768,1,7,10,13,22,24,28,105
134770,4,9,17,18,19,23,34,124
135176,3,7,8,14,22,25,31,110
135291,1,7,11,14,27,28,31,119
135570,1,7,15,19,22,26,28,118
136200,4,14,15,19,24,25,32,133
136301,2,3,9,13,24,26,33,110
136306,8,10,16,17,23,27,30,131
136832,8,9,18,24,25,31,35,150
136975,7,8,11,17,27,29,32,131
137000,4,8,11,13,17,27,34,114
137041,6,7,8,17,23,27,28,116
137061,7,9,14,24,27,29,33,143
137180,1,5,9,18,24,30,32,119
137222,2,7,16,19,23,29,30,126
137647,2,7,11,12,21,24,27,104
137683,5,9,14,20,24,31,33,136
138168,2,3,8,13,23,29,33,111
138270,7,14,15,20,22,26,29,133
138276,5,8,11,20,23,27,35,129
138313,2,6,11,14,17,25,30,105
138452,1,3,7,17,22,27,34,111
138595,4,9,18,19,23,25,35,133
138734,1,3,9,13,22,26,33,107
138840,2,7,8,11,24,25,27,104
138925,3,4,15,18,19,25,34,118
139099,6,7,9,20,24,26,27,119
139183,6,7,9,14,25,29,31,121
139277,3,7,14,18,24,26,29,121
139283,7,10,11,13,22,26,31,120
139408,4,7,9,13,17,31,32,113
139457,2,7,9,11,21,26,27,103
139533,1,7,11,18,25,26,31,119
139857,1,5,16,17,22,25,30,116
139860,5,14,17,18,26,27,32,139
140226,4,8,9,17,25,31,33,127
140546,2,5,9,20,21,27,33,117
140799,2,5,16,19,22,31,35,130
140846,1,5,11,20,21,24,25,107
140877,1,5,11,16,22,29,32,116
140935,7,9,11,17,22,30,35,131
141153,1,4,7,16,22,27,31,108
141364,7,9,14,20,24,27,28,129
141623,4,14,17,18,23,26,29,131
141693,4,5,8,19,25,27,34,122
142045,3,7,14,18,22,28,31,123
142132,4,5,8,19,25,27,32,120
142141,2,10,11,13,17,26,27,106
142177,9,12,14,19,21,25,29,129
142240,1,6,9,13,24,30,31,114
142335,2,6,11,13,17,25,34,108
142336,2,4,8,13,21,24,29,101
142613,10,14,15,18,22,27,33,139
142621,3,5,9,16,21,29,30,113
143013,4,8,15,16,23,27,29,122
143494,6,10,11,14,21,25,27,114
143509,3,7,9,19,24,27,34,123
143936,5,9,11,16,21,28,35,125
144479,3,10,14,16,27,29,31,130
144642,4,6,9,13,26,31,32,121
144854,5,9,11,13,26,30,33,127
145261,1,5,7,18,26,29,35,121
145384,5,14,18,20,21,26,29,133
145435,1,10,18,20,24,27,33,133
145733,2,7,8,20,23,27,28,115
145791,5,14,16,20,23,29,30,137
145881,3,9,14,18,22,26,31,123
145947,6,10,15,16,19,25,29,120
146106,3,9,14,18,24,25,31,124
146119,3,6,15,20,23,26,27,120
146169,4,9,10,20,23,26,27,119
146378,5,9,16,19,22,24,33,128
146484,6,7,9,12,19,25,29,107
146599,2,7,8,24,29,30,33,133
146658,5,14,15,18,23,26,29,130
146893,8,9,17,20,24,26,27,131
147207,5,12,17,18,26,29,33,140
147326,7,14,17,18,23,26,35,140
147376,7,9,10,11,17,30,32,116
147489,3,7,10,14,23,27,29,113
147622,7,14,17,18,26,29,35,146
147627,2,5,9,17,23,24,35,115
147642,3,9,17,18,21,30,35,133
147704,1,4,8,13,23,27,29,105
147826,7,14,16,20,27,32,33,149
147831,1,7,16,20,25,26,28,123
147975,1,6,16,19,27,29,33,131
148007,2,4,8,13,23,25,29,104
148117,4,10,14,20,21,25,27,121
148153,10,14,17,18,19,27,33,138
148370,6,10,16,19,22,31,35,139
148414,2,7,8,12,27,28,29,113
148418,7,8,17,20,25,26,29,132
148974,2,5,11,17,21,25,30,111
149177,3,9,16,17,23,27,34,129
149258,2,8,9,12,19,24,35,109
149351,2,4,8,18,27,31,33,123
149383,4,8,17,20,23,29,32,133
149395,1,9,18,24,25,28,30,135
149422,7,14,15,18,22,24,33,133
149889,2,7,11,17,24,25,30,116
150621,7,9,10,13,19,24,31,113
150701,2,4,14,18,21,25,31,115
151262,1,7,11,12,24,27,34,116
151317,7,8,9,14,25,29,33,125
151493,2,8,11,18,22,29,33,123
151841,5,9,11,17,25,28,32,127
152082,2,5,9,18,24,26,33,117
152096,10,14,15,16,25,29,35,144
152135,1,3,9,18,21,24,25,101
152376,4,9,11,20,26,30,31,131
152409,7,9,14,20,26,27,30,133
152662,2,6,11,14,27,29,35,124
152728,1,8,16,19,22,25,29,120
153047,8,9,15,20,24,25,35,136
153282,7,8,15,24,26,29,30,139
153600,7,8,10,16,22,25,29,117
153643,4,8,9,20,25,27,33,126
153762,5,9,14,20,24,32,35,139
153808,2,8,17,18,24,29,33,131
153940,2,7,8,12,17,29,34,109
154070,7,8,16,18,23,25,29,126
154260,9,14,16,17,25,29,35,145
154454,3,6,9,16,19,29,33,115
154460,1,10,11,20,24,29,35,130
154725,9,12,18,20,21,25,28,133
154770,7,9,11,13,17,26,30,113
154861,9,14,16,20,21,24,31,135
154988,6,12,15,16,17,23,27,116
155044,1,6,7,18,25,29,31,117
155234,6,8,9,20,23,26,27,119
155701,2,8,11,14,29,31,35,130
155932,1,4,7,16,22,26,27,103
155984,3,14,17,18,24,29,33,138
156092,4,5,11,13,23,26,27,109
156292,2,4,8,18,21,25,31,109
156389,2,8,17,20,29,31,33,140
156415,7,8,11,12,22,28,35,123
156732,6,9,11,17,25,28,32,128
157072,2,4,8,13,24,27,31,109
157140,3,4,9,14,17,25,29,101
157213,1,7,16,17,22,26,29,118
157286,2,6,16,17,21,25,27,114
157295,3,7,15,20,21,24,34,124
157387,5,7,15,17,21,24,28,117
157428,2,6,7,17,26,27,33,118
157536,1,6,7,18,22,31,35,120
157735,6,7,14,20,23,25,27,122
157910,5,10,11,13,22,26,29,116
157925,5,7,11,19,22,26,31,121
158043,7,8,9,13,17,24,27,105
158064,4,5,7,11,19,27,32,105
158225,4,12,15,16,21,23,29,120
158295,2,7,14,20,23,24,29,119
158376,1,9,10,16,27,29,33,125
158636,6,8,9,17,21,29,35,125
158785,9,10,14,18,22,27,33,133
158810,1,4,16,20,23,29,31,124
158864,3,6,9,13,24,26,34,115
159035,1,12,16,18,23,25,29,124
159193,3,7,9,17,22,30,31,119
159360,5,7,17,18,22,23,30,122
159739,3,8,9,20,24,32,33,129
159827,2,5,9,11,26,32,35,120
159956,10,12,16,17,21,24,27,127
159984,3,4,10,18,21,24,25,105
160269,4,10,14,20,21,27,31,127
160344,4,8,15,20,27,29,35,138
160366,1,5,16,19,22,31,32,126
160378,5,9,11,12,21,24,25,107
160530,2,7,8,16,21,29,33,116
160552,3,4,7,17,21,27,28,107
160788,6,8,16,17,21,27,29,124
161204,3,9,16,17,27,31,34,137
161319,7,9,14,18,22,24,25,119
161392,3,9,16,20,21,28,31,128
161751,5,9,11,12,21,28,35,121
161843,2,7,8,20,27,29,31,124
161916,1,7,15,16,22,26,32,119
161931,1,4,7,18,29,30,34,123
162039,2,5,9,18,19,29,35,117
162062,1,4,9,18,19,25,29,105
162221,9,12,18,19,25,29,32,144
162354,6,7,9,13,21,29,30,115
162587,9,10,11,14,25,31,33,133
162745,1,7,11,19,22,26,35,121
162869,2,7,8,11,24,28,29,109
162967,3,10,17,20,24,26,35,135
162997,1,7,11,18,22,24,32,115
163116,1,9,16,19,22,26,28,121
163491,8,9,11,17,25,26,29,125
163561,3,9,17,18,21,25,34,127
163696,5,14,16,20,24,25,29,133
163996,9,12,18,20,21,29,33,142
164017,9,14,16,17,25,31,35,147
164377,2,7,8,14,26,29,33,119
164472,3,7,17,20,22,28,29,126
164484,9,10,15,16,19,26,29,124
164487,1,5,16,20,26,27,30,125
164611,2,5,9,11,25,26,29,107
164612,5,7,9,11,26,27,34,119
164770,1,5,11,20,21,29,30,117
164783,3,7,9,14,24,30,33,120
165000,3,7,11,13,26,27,32,119
165079,2,8,11,12,17,25,30,105
165135,4,9,15,18,19,23,32,120
165139,6,12,17,18,21,26,33,133
165144,1,7,18,20,21,29,33,129
165412,7,9,11,14,17,28,34,120
165450,6,9,11,13,26,30,32,127
165523,1,12,14,18,23,29,33,130
165655,9,12,14,17,25,29,35,141
165806,2,5,8,20,25,26,29,115
165953,8,12,14,20,21,29,33,137
166324,4,6,8,14,25,27,33,117
166484,7,10,14,18,21,24,29,123
166934,2,8,10,11,25,29,30,115
166959,8,9,15,19,26,29,35,141
167277,4,8,9,13,19,24,27,104
167283,3,12,18,20,25,26,29,133
167544,4,5,8,11,22,27,35,112
167621,5,8,11,24,25,27,31,131
167649,4,7,11,18,19,24,29,112
167662,3,4,15,19,24,25,35,125
167803,3,6,7,24,26,27,30,123
167867,4,6,9,17,19,25,29,109
167911,10,12,16,19,21,24,27,129
167973,7,9,11,18,19,24,32,120
167992,2,6,11,17,19,29,35,119
168140,1,7,8,11,22,30,34,113
168344,2,7,8,19,22,25,29,112
168367,1,4,14,20,21,24,25,109
168498,4,6,16,19,21,23,27,116
168719,3,8,9,13,25,29,34,121
168962,5,7,11,19,24,27,34,127
168978,1,10,16,20,29,30,35,141
169046,1,7,15,16,24,30,34,127
169682,3,4,14,20,23,27,32,123
169830,2,4,10,20,21,29,33,119
170208,3,4,8,18,19,29,35,116
170540,4,10,14,17,23,27,35,130
170825,1,7,15,19,22,27,32,123
170865,3,9,14,18,22,26,35,127
170893,2,8,11,13,23,27,31,115
171223,4,8,17,19,22,25,31,126
171240,4,10,14,18,23,25,33,127
171803,1,3,7,12,22,30,35,110
171840,3,9,11,18,19,24,28,112
172046,4,9,17,18,21,23,28,120
172066,4,5,14,18,27,29,33,130
172084,1,4,17,20,23,27,30,122
172241,10,12,16,19,22,23,27,129
172301,8,14,17,18,26,31,33,147
172324,5,7,8,11,27,30,32,120
172508,1,7,17,18,25,30,34,132
172702,7,8,9,20,22,26,29,121
173284,8,10,11,19,25,27,29,129
173410,5,8,15,18,24,29,33,132
173825,1,9,15,24,25,26,28,128
173867,1,7,17,20,21,24,35,125
174085,6,9,16,17,21,25,27,121
174263,4,5,10,18,19,25,29,110
174342,9,10,14,17,25,31,34,140
174346,5,9,15,20,21,24,35,129
174365,3,7,10,18,19,24,27,108
174565,2,8,9,18,22,29,33,121
174825,8,14,17,18,23,26,27,133
174878,2,4,10,14,25,27,29,111
174893,5,9,11,16,23,26,33,123
175046,4,10,16,17,23,26,27,123
175177,7,14,15,18,22,25,31,132
175200,1,9,18,19,22,28,29,126
175230,2,9,14,20,24,29,33,131
175417,2,10,11,14,19,25,34,115
175455,2,4,14,20,25,29,35,129
175624,4,9,10,11,17,31,35,117
175642,2,7,11,17,22,23,32,114
175655,7,8,11,14,27,28,31,126
175697,1,3,16,18,25,29,35,127
175768,1,9,17,18,24,28,34,131
175891,1,7,10,11,27,28,32,116
176051,6,14,17,20,25,26,29,137
176151,1,5,10,16,22,27,32,113
176411,4,7,10,16,21,25,27,110
176437,5,9,14,16,22,27,33,126
176534,1,5,7,12,22,29,35,111
177108,2,4,11,13,17,29,31,107
177132,1,4,10,18,23,27,31,114
177244,1,12,16,20,21,27,32,129
177296,1,4,17,18,21,24,31,116
177409,10,14,15,16,17,29,35,136
177680,6,12,15,16,21,25,29,124
177792,4,9,16,17,21,26,27,120
177909,1,7,11,18,24,27,34,122
177929,7,14,16,18,19,25,29,128
177991,1,7,9,18,24,25,29,113
178065,4,8,17,18,23,25,34,129
178076,2,3,11,13,17,26,35,107
178250,2,7,8,11,27,32,33,120
178285,7,8,10,12,22,23,29,111
178504,2,3,7,20,25,26,29,112
178559,4,8,11,17,23,25,27,115
178732,1,3,7,19,22,24,30,106
178773,9,12,17,18,22,23,27,128
178809,3,9,14,18,22,27,29,122
178924,9,14,15,18,24,30,33,143
178958,5,14,15,18,24,29,33,138
179072,2,8,10,11,21,25,34,111
179329,3,4,8,11,21,27,35,109
179487,1,9,16,20,22,24,35,127
179512,1,5,7,16,22,31,35,117
179561,5,14,17,18,24,32,33,143
179664,4,5,14,19,21,25,27,115
179877,4,8,15,19,23,24,25,118
179904,1,14,18,19,26,29,32,139
179991,1,3,7,20,24,29,30,114
180460,1,3,9,18,22,24,34,111
180658,1,4,8,20,23,28,29,113
180752,9,14,18,20,22,23,33,139
180999,1,6,18,20,23,29,33,130
181091,4,9,10,13,19,25,29,109
181141,8,10,17,20,26,31,35,147
181404,9,14,18,24,25,27,33,150
181475,1,5,10,16,24,27,34,117
181591,3,10,14,20,23,27,33,130
181672,7,8,11,16,17,27,35,121
181691,8,9,11,19,23,24,25,119
181732,7,9,11,14,17,25,32,115
182124,8,10,17,18,27,31,33,144
182260,2,4,17,19,29,31,35,137
182273,4,8,9,13,19,27,30,110
182290,1,5,11,20,25,28,33,123
182495,3,4,14,18,23,29,31,122
183095,2,6,9,20,21,27,32,117
183299,4,12,14,18,21,29,33,131
183548,9,14,15,18,24,25,27,132
183640,5,9,16,20,26,30,31,137
183718,9,14,16,18,27,29,35,148
183809,1,5,7,20,23,25,32,113
183968,2,8,18,19,29,30,33,139
184063,5,6,10,16,26,27,29,119
184131,7,14,15,18,24,29,33,140
184216,9,12,16,17,22,30,31,137
184387,7,8,15,16,19,23,29,117
184436,1,3,7,17,22,26,35,111
184458,1,3,7,12,22,24,35,104
184817,1,4,14,20,22,31,35,127
184936,1,7,9,13,22,27,34,113
185004,2,12,15,16,17,23,27,112
185260,2,7,8,11,26,29,34,117
185299,2,12,16,17,23,25,31,126
185375,2,9,17,20,26,30,31,135
185670,5,9,14,18,23,27,29,125
185798,3,9,14,20,26,29,30,131
185893,2,3,11,18,19,25,29,107
186027,6,7,8,17,23,27,30,118
186245,1,3,17,20,26,29,30,126
186716,1,6,7,11,22,31,35,113
186901,2,8,9,16,25,29,34,123
186952,4,5,16,17,21,27,29,119
187324,1,7,18,19,25,28,29,127
187447,4,5,11,16,21,23,27,107
187575,9,14,18,19,23,24,33,140
187663,4,6,16,19,22,27,31,125
187719,7,9,15,17,24,28,30,130
188040,4,10,15,19,22,25,31,126
188047,6,9,17,20,24,26,27,129
188258,3,5,17,20,24,27,33,129
188274,5,7,11,19,22,26,30,120
188621,7,9,11,12,17,28,31,115
188789,4,7,17,19,21,27,30,125
189181,1,5,11,16,22,24,29,108
189573,1,4,10,20,25,29,32,121
189609,3,7,15,17,24,27,30,123
189809,5,9,14,20,27,30,32,137
189814,1,4,7,20,22,24,29,107
189985,2,7,8,11,21,25,32,106
190085,1,9,15,18,22,23,32,120
190090,7,14,17,20,21,27,32,138
190653,2,4,7,11,17,28,31,100
190671,2,5,9,19,24,25,32,116
190721,9,12,14,18,22,31,33,139
190828,1,5,9,18,24,26,34,117
190984,6,8,16,18,25,29,31,133
190988,1,5,7,18,22,26,32,111
191059,8,9,16,19,23,24,29,128
191100,7,14,18,24,26,27,31,147
191121,3,10,11,13,17,27,34,115
191231,2,5,8,16,27,29,33,120
191261,5,9,14,20,24,29,31,132
191632,1,9,10,20,24,26,35,125
191653,9,14,15,20,26,29,33,146
191772,2,4,8,13,21,26,29,103
191848,4,8,17,20,26,29,35,139
192149,1,7,10,16,24,27,31,116
192388,2,10,16,17,26,27,31,129
192530,3,8,15,20,24,27,33,130
192537,3,8,11,20,24,26,27,119
192819,2,8,11,17,21,30,35,124
193008,1,6,11,16,22,26,27,109
193726,7,9,11,18,19,24,30,118
193858,3,6,11,18,21,23,27,109
194316,7,8,11,14,24,27,29,120
194786,1,5,11,16,27,30,35,125
194894,1,4,7,18,22,27,30,109
194930,1,3,7,18,22,28,34,113
195578,3,4,8,18,25,31,32,121
195855,9,10,14,24,25,29,35,146
196000,4,5,9,17,24,25,31,115
196003,2,14,16,19,23,29,33,136
196349,1,3,7,20,27,31,34,123
196754,7,9,11,17,22,32,34,132
196815,4,6,15,20,21,25,29,120
196867,1,6,16,17,23,27,31,121
196923,3,12,17,18,22,26,33,131
197232,2,6,9,13,23,26,29,108
197348,1,4,7,11,22,26,34,105
197435,1,7,9,17,19,26,30,109
197447,1,3,16,20,21,27,34,122
197530,2,7,14,20,25,29,31,128
197544,3,7,9,20,26,29,34,128
197548,1,14,16,18,22,23,25,119
197614,6,7,11,17,27,31,32,131
197740,1,5,9,18,23,29,30,115
197841,1,4,8,16,22,23,29,103
198318,1,5,7,20,24,31,34,122
198331,1,5,10,16,22,27,31,112
198557,4,6,17,20,21,25,27,120
198569,7,8,9,12,24,27,33,120
198886,2,6,7,14,23,29,30,111
198900,3,7,8,13,22,24,32,109
198920,5,9,11,18,19,24,27,113
198972,1,7,10,20,22,26,31,117
199934,3,7,11,18,19,25,30,113
199988,7,8,9,14,23,24,28,113
200089,4,5,16,17,23,26,27,118
200205,2,7,11,17,19,27,34,117
200224,5,8,9,13,19,24,27,105
200455,4,7,8,18,25,30,31,123
200568,4,9,15,20,26,31,35,140
200638,2,7,8,11,17,26,31,102
200645,2,7,9,24,26,29,30,127
200849,6,14,17,18,23,32,33,143
200894,5,9,11,14,26,27,35,127
200905,1,5,10,16,22,23,33,110
200913,1,8,9,18,23,24,27,110
201093,6,7,9,11,26,27,33,119
201103,4,7,16,17,23,27,32,126
201132,2,7,8,18,25,29,32,121
201390,1,9,14,16,25,29,31,125
201436,2,7,8,20,23,24,27,111
201446,1,6,7,20,24,27,31,116
201565,6,12,15,18,21,29,33,134
201736,3,6,9,14,24,31,35,122
201747,1,3,7,20,23,25,34,113
201757,5,9,11,19,25,30,34,133
202038,9,14,15,18,23,24,35,138
202058,2,4,11,13,17,23,33,103
202402,7,10,11,17,22,26,31,124
202414,4,14,18,20,25,31,35,147
202425,5,14,16,17,21,27,28,128
202439,1,8,9,13,24,27,30,112
202520,2,7,11,18,21,27,35,121
202621,4,10,17,24,27,28,35,145
203027,6,12,17,20,24,25,33,137
203032,2,6,11,13,17,29,30,108
203052,1,5,17,20,22,26,34,125
203414,2,5,17,18,27,31,33,133
203423,6,7,11,17,21,27,34,123
203455,5,8,11,18,22,27,33,124
203588,1,5,11,18,24,29,33,121
203824,3,7,16,19,22,27,31,125
203937,7,9,17,20,21,27,30,131
204091,4,7,8,18,19,24,27,107
204129,2,6,9,20,26,27,35,125
204457,9,14,15,16,24,27,31,136
204515,1,3,16,20,22,25,34,121
